Property_ID,City,Locality,Area_sqft,Bedrooms,Bathrooms,Balconies,Parking,Floor,Total_Floors,Property_Age,Furnishing,Facing,Gated_Society,Lift,Power_Backup,Security,Gym,Swimming_Pool,Metro_Distance_km,Hospital_Distance_km,School_Distance_km,Mall_Distance_km,Expressway_Distance_km,RRTS_Distance_km,Price_INR
PROP06970,Noida,Sector 150,747,3,2,2,No,6,12,16,Fully Furnished,West,No,Yes,Yes,No,Yes,No,8.26,7.04,5.23,5.02,1.72,9.55,9428957
PROP06971,Greater Noida,Knowledge Park,2043,3,2,0,No,18,25,12,Semi-Furnished,South,No,Yes,No,Yes,Yes,No,4.81,6.3,1.31,4.81,0.26,18.01,20778187
PROP06972,Delhi,Saket,2320,5,5,2,No,6,29,0,Fully Furnished,West,No,Yes,Yes,Yes,Yes,Yes,5.38,4.31,2.08,2.33,14.5,14.4,40878426
PROP06973,Faridabad,Sector 37,1838,3,3,3,No,17,21,18,Semi-Furnished,East,Yes,Yes,Yes,No,No,Yes,9.98,1.98,0.54,8.9,11.54,7.84,17213036
PROP06974,Delhi,Pitampura,1972,1,2,0,No,7,17,13,Fully Furnished,South,Yes,Yes,No,No,Yes,No,10.45,4.33,1.04,5.18,0.76,11.51,34672009
PROP06975,Noida,Sector 62,2557,4,3,2,No,4,23,14,Unfurnished,North,No,Yes,No,No,Yes,No,1.61,0.83,5.05,8.54,2.52,17.35,34363570
PROP06976,Ghaziabad,Indirapuram,1216,5,4,3,Yes,2,8,16,Fully Furnished,West,No,Yes,No,Yes,Yes,Yes,9.38,7.19,0.84,5.53,3.18,4.42,9496631
PROP06977,Ghaziabad,Kaushambi,3564,1,2,3,No,17,28,21,Semi-Furnished,East,Yes,Yes,No,Yes,Yes,No,1.77,0.9,3.35,8.33,8.64,5.25,23759107
PROP06978,Noida,Sector 137,2105,2,2,3,No,13,18,7,Unfurnished,East,Yes,Yes,No,No,No,Yes,8.5,2.19,1.67,8.82,11.07,3,21415988
PROP06979,Noida,Sector 50,3524,2,2,3,Yes,12,28,10,Unfurnished,South,No,Yes,Yes,Yes,No,Yes,6.42,6.17,1.62,4.08,4.88,6.59,33208703
PROP06980,Greater Noida,Knowledge Park,1849,5,5,1,No,7,18,1,Semi-Furnished,South,No,Yes,No,No,No,No,2.5,1.7,2.09,9.28,5.15,11.86,17536182
PROP06981,Faridabad,Sector 21,3547,1,2,1,No,19,30,1,Fully Furnished,West,Yes,Yes,Yes,No,No,Yes,8.63,3.93,1.71,9.24,1.92,17.86,22021220
PROP06982,Gurugram,DLF Phase 3,3959,2,2,2,No,10,20,20,Fully Furnished,West,No,Yes,No,No,Yes,No,3.53,0.44,1.15,8.45,12.25,6.26,53821478
PROP06983,Faridabad,NIT,3202,4,3,1,No,3,7,10,Semi-Furnished,East,No,Yes,Yes,No,Yes,Yes,1.17,4.98,0.53,4.85,5.58,9.66,19219871
PROP06984,Greater Noida,Pari Chowk,2521,2,2,2,Yes,19,24,13,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,No,0.45,4.1,2.31,5.83,7.3,18.68,21653344
PROP06985,Greater Noida,Beta 2,676,5,5,0,Yes,10,17,18,Unfurnished,West,No,Yes,No,No,Yes,Yes,1.55,0.53,0.99,2.5,7.09,19.7,7430154
PROP06986,Gurugram,Sohna Road,1763,2,1,3,No,25,26,0,Unfurnished,West,No,Yes,Yes,Yes,Yes,No,11.38,3.36,1.2,3.51,10.61,9.79,21801023
PROP06987,Delhi,Rohini,3157,3,2,2,Yes,5,17,21,Unfurnished,East,No,Yes,Yes,No,Yes,No,3.83,4.24,1.03,9.73,1.87,8.22,32975705
PROP06988,Faridabad,NIT,2207,5,4,3,Yes,18,25,16,Semi-Furnished,East,No,Yes,Yes,No,Yes,No,9.42,6.14,2.68,9.58,5.54,14.37,18372595
PROP06989,Faridabad,Sector 21,1518,4,3,2,Yes,0,1,13,Semi-Furnished,West,No,Yes,No,Yes,Yes,No,6.11,7.39,1.03,3.6,7.69,7.1,13225172
PROP06990,Faridabad,NIT,3118,1,2,0,Yes,12,16,0,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,No,5.86,1.07,5.87,2.41,11.97,8.69,26751764
PROP06991,Noida,Sector 137,2286,1,1,2,Yes,21,27,4,Semi-Furnished,South,Yes,Yes,Yes,No,No,No,0.18,3.23,0.23,3.74,12.95,6.72,25542961
PROP06992,Faridabad,NIT,896,5,5,1,No,19,27,10,Unfurnished,East,Yes,Yes,Yes,No,Yes,Yes,1.84,6.41,1.23,5.07,7.76,2.8,8247271
PROP06993,Faridabad,Sector 21,3442,4,4,0,No,5,11,0,Semi-Furnished,West,No,Yes,No,Yes,No,Yes,9.6,2.41,4.79,5.23,5.81,1.54,25920231
PROP06994,Delhi,Janakpuri,3335,1,2,0,Yes,21,27,13,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,Yes,1.3,2.94,1.23,5.63,5.75,17.5,53107493
PROP06995,Ghaziabad,Crossings Republik,1309,1,1,2,Yes,6,16,0,Fully Furnished,East,No,Yes,No,No,No,Yes,4.71,6.38,2.81,7.3,12.33,13.64,11385978
PROP06996,Greater Noida,Alpha 1,2708,5,5,3,Yes,15,18,7,Unfurnished,North,No,Yes,Yes,No,No,Yes,5.63,5.8,2.79,6.55,10.6,19.97,17517306
PROP06997,Greater Noida,Gamma 1,768,3,2,1,No,1,6,23,Semi-Furnished,East,No,Yes,Yes,No,No,No,5.77,3.33,3.74,1.43,3.74,4.11,7317013
PROP06998,Gurugram,Sohna Road,600,3,3,1,No,9,12,7,Semi-Furnished,West,No,Yes,Yes,Yes,Yes,No,6.75,6.34,4.52,6.89,0.69,16.24,11862855
PROP06999,Faridabad,Green Fields,1896,3,3,2,No,19,29,7,Semi-Furnished,West,No,Yes,No,Yes,No,No,4.56,2.4,1.8,7.52,1,17.27,15433669
PROP07000,Faridabad,Sector 37,3811,3,3,3,Yes,21,29,0,Fully Furnished,East,No,Yes,Yes,Yes,No,Yes,7.2,6.9,0.21,0.99,2.42,12.19,28773894
PROP07001,Faridabad,Green Fields,2857,3,3,3,Yes,24,25,6,Unfurnished,West,Yes,Yes,Yes,No,Yes,No,5.25,3.08,5.1,8.04,8.73,7.88,18773257
PROP07002,Delhi,Janakpuri,1788,4,3,2,No,19,22,4,Semi-Furnished,South,Yes,Yes,No,Yes,No,No,1.25,0.49,3.09,4.42,3.77,13.47,30386053
PROP07003,Greater Noida,Alpha 1,4279,5,5,2,No,20,28,18,Fully Furnished,East,Yes,Yes,No,Yes,Yes,No,8.93,1.28,3.88,6.63,4.21,16.71,44447908
PROP07004,Noida,Sector 50,2248,1,1,3,Yes,24,26,17,Unfurnished,East,No,Yes,Yes,Yes,Yes,No,5.03,3.26,0.94,4.86,5.15,16.45,19097893
PROP07005,Gurugram,DLF Phase 1,3873,4,4,2,Yes,14,28,19,Semi-Furnished,East,Yes,Yes,No,Yes,No,No,9.12,7.24,0.41,4.98,14.94,14.09,37278818
PROP07006,Faridabad,NIT,3759,3,2,0,Yes,20,23,15,Semi-Furnished,East,No,Yes,Yes,No,No,No,10.09,1.69,1.56,1.36,11.33,0.81,22785118
PROP07007,Greater Noida,Pari Chowk,1881,1,1,2,Yes,15,25,2,Semi-Furnished,West,No,Yes,Yes,Yes,Yes,No,3.6,3.74,0.68,1.77,13.06,11.13,14634885
PROP07008,Greater Noida,Gamma 1,2532,4,3,2,No,3,15,11,Semi-Furnished,West,No,Yes,Yes,Yes,Yes,Yes,2.05,0.71,4.47,4.91,13.99,18.83,24214034
PROP07009,Greater Noida,Gamma 1,2516,1,2,2,No,0,27,23,Unfurnished,North,Yes,Yes,Yes,Yes,Yes,Yes,3.19,2.5,4.95,8.37,0.46,5.02,19501518
PROP07010,Noida,Sector 137,1587,4,4,1,Yes,23,28,22,Semi-Furnished,South,No,Yes,Yes,No,Yes,No,1.65,2.86,1.31,7.88,5.12,8.29,13292576
PROP07011,Ghaziabad,Crossings Republik,2823,2,2,3,Yes,5,7,3,Semi-Furnished,North,Yes,Yes,No,No,No,No,5.37,1.63,2.14,2.76,2.56,7.41,18972348
PROP07012,Ghaziabad,Crossings Republik,592,1,2,3,Yes,3,6,12,Unfurnished,East,No,Yes,Yes,Yes,Yes,Yes,8.67,5.74,2.85,2.07,4.73,10.6,3391117
PROP07013,Greater Noida,Beta 2,3955,3,2,0,Yes,16,26,7,Fully Furnished,North,No,Yes,Yes,Yes,No,Yes,1.19,0.52,4.37,8.08,8.27,18.9,36494947
PROP07014,Noida,Sector 78,2919,4,4,0,No,4,11,20,Unfurnished,East,Yes,Yes,Yes,Yes,No,No,2.8,1.06,4.76,2.46,4.24,2.74,34235182
PROP07015,Delhi,Dwarka,1002,2,2,1,No,25,30,4,Unfurnished,West,Yes,Yes,Yes,No,Yes,Yes,5.43,4.14,5.9,2.39,11.1,12.97,10328445
PROP07016,Faridabad,Sector 15,2114,3,2,3,No,16,17,17,Semi-Furnished,East,Yes,Yes,No,No,Yes,No,1.45,7.7,4.52,3.79,8.16,9.91,15113442
PROP07017,Noida,Sector 78,2476,2,2,2,Yes,14,21,3,Semi-Furnished,West,Yes,Yes,Yes,Yes,Yes,Yes,4.39,4.82,2.26,1.64,4.03,4.34,36171084
PROP07018,Gurugram,Sector 57,1689,2,1,2,No,2,23,9,Unfurnished,West,No,Yes,No,No,No,No,6.81,7.23,5.85,3.9,0.94,19.01,25339368
PROP07019,Faridabad,Sector 21,2090,5,5,2,Yes,20,28,8,Semi-Furnished,East,No,Yes,Yes,No,No,No,8.75,1,3.13,7.28,9.78,15.1,17398267
PROP07020,Gurugram,Sohna Road,4251,1,2,3,Yes,1,14,23,Fully Furnished,South,Yes,Yes,No,Yes,Yes,No,6.07,3.82,3.02,6.07,6.39,14.78,64388037
PROP07021,Greater Noida,Pari Chowk,4378,5,5,3,No,13,19,11,Fully Furnished,South,Yes,Yes,Yes,Yes,No,No,1.73,6.2,3.73,2.74,8.77,3.9,36209890
PROP07022,Ghaziabad,Vaishali,615,5,5,3,Yes,20,25,3,Unfurnished,North,No,Yes,Yes,No,No,No,10.86,6.51,3.86,0.57,7.51,5.59,6639487
PROP07023,Ghaziabad,Crossings Republik,3361,4,4,2,Yes,22,25,20,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,6.9,0.4,0.95,6.16,6.79,2.97,20067612
PROP07024,Delhi,Janakpuri,972,3,2,0,Yes,5,7,4,Semi-Furnished,South,Yes,Yes,No,No,Yes,No,9.49,3.19,0.39,6.79,5.55,2.12,17440268
PROP07025,Ghaziabad,Crossings Republik,3515,5,5,2,No,19,22,21,Fully Furnished,North,Yes,Yes,Yes,Yes,Yes,Yes,4.31,1.15,2.85,3.29,14.63,14.39,28028033
PROP07026,Noida,Sector 78,4256,4,3,3,No,7,14,18,Semi-Furnished,West,No,Yes,No,No,Yes,Yes,1.75,7.38,0.85,7.53,10.18,14.58,55947804
PROP07027,Gurugram,Golf Course Road,2508,1,2,2,Yes,23,28,10,Unfurnished,South,No,Yes,Yes,Yes,Yes,Yes,11.08,4,2.01,7.61,3.75,6.83,21723016
PROP07028,Ghaziabad,Vaishali,1284,5,5,0,Yes,20,22,4,Semi-Furnished,North,Yes,Yes,Yes,Yes,No,Yes,2.8,3,2.17,5.27,12.94,7.51,13341131
PROP07029,Delhi,Rohini,2405,5,4,3,Yes,9,12,25,Semi-Furnished,South,No,Yes,No,Yes,Yes,Yes,3.8,6.92,4.05,8.48,10.86,3.34,24172844
PROP07030,Greater Noida,Gamma 1,558,3,3,0,Yes,21,27,17,Fully Furnished,South,Yes,Yes,No,No,Yes,Yes,11.73,5.03,2.53,6.41,8.19,3.01,5020634
PROP07031,Faridabad,NIT,2401,4,4,3,,3,7,14,Semi-Furnished,East,Yes,Yes,Yes,No,,No,,5.96,0.23,8.16,6.73,1.9,
PROP07032,Noida,Sector 62,1757,5,4,1,Yes,23,24,7,Unfurnished,South,Yes,Yes,No,No,No,Yes,7.59,7.17,5.68,0.81,13.66,18.17,18181295
PROP07033,Delhi,Dwarka,2975,1,2,0,No,2,9,2,Semi-Furnished,East,Yes,Yes,No,No,No,No,4.14,4.08,2.99,2.35,14.24,12.94,29683163
PROP07034,Greater Noida,Pari Chowk,3326,4,3,0,Yes,6,24,25,Fully Furnished,South,Yes,Yes,Yes,Yes,No,No,5.93,2.45,3,0.81,8.03,2.35,23313670
PROP07035,Greater Noida,Pari Chowk,3654,2,1,0,Yes,11,26,18,Unfurnished,South,No,Yes,No,No,Yes,Yes,6.82,4.87,3.1,3.43,5.84,9.59,34071601
PROP07036,Noida,Sector 137,3458,3,2,0,Yes,14,18,12,Semi-Furnished,East,Yes,Yes,No,No,Yes,No,2.27,1.36,4.15,6.88,3.67,5.06,30499526
PROP07037,Gurugram,Sohna Road,1741,4,3,0,Yes,19,24,23,Fully Furnished,North,Yes,Yes,Yes,No,Yes,No,5.04,5.17,5.32,9.43,8.36,4.15,21856523
PROP07038,Ghaziabad,Indirapuram,3674,4,4,1,Yes,11,30,22,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,No,0.76,6.4,2.49,4.66,14.41,3.38,22180649
PROP07039,Noida,Sector 137,3881,1,2,3,No,18,25,3,Unfurnished,North,Yes,Yes,No,Yes,Yes,Yes,1.36,5.6,1.64,6.82,3.13,13.36,41480289
PROP07040,Delhi,Rohini,467,1,1,1,Yes,24,27,25,Semi-Furnished,West,Yes,Yes,No,No,No,No,6.44,4.7,0.65,1.52,11.77,9,5174367
PROP07041,Faridabad,Sector 21,4121,5,4,1,No,2,28,12,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,No,0.95,7.2,0.78,7.95,13.21,10.56,31306375
PROP07042,Greater Noida,Gamma 1,1430,4,3,2,Yes,24,27,12,Unfurnished,North,Yes,Yes,No,No,No,No,11.47,0.32,5.38,3.34,5.44,15.23,12233476
PROP07043,Noida,Sector 50,839,5,4,1,No,0,17,25,Unfurnished,South,Yes,Yes,Yes,No,Yes,No,9.23,4.9,5.13,4.78,12.43,11.88,12799823
PROP07044,Gurugram,Golf Course Road,4394,2,1,2,Yes,20,22,20,Semi-Furnished,West,Yes,Yes,Yes,Yes,No,No,8.33,2.23,0.22,8.37,1.94,15.1,52942478
PROP07045,Gurugram,Sohna Road,3521,1,2,3,No,25,29,0,Unfurnished,South,Yes,Yes,No,Yes,Yes,No,5.57,7.63,2.57,5.04,6.35,1.36,60743082
PROP07046,Delhi,Dwarka,1802,1,1,1,Yes,7,12,7,Unfurnished,West,No,Yes,Yes,No,Yes,No,11.17,5.21,3.45,9.29,3.75,9.33,16185108
PROP07047,Noida,Sector 150,2470,1,1,3,No,0,9,10,Semi-Furnished,North,No,Yes,No,Yes,No,No,2.29,4.18,2.11,1.59,12.42,1.52,20854480
PROP07048,Noida,Sector 137,2053,2,1,1,Yes,1,13,22,Unfurnished,South,No,Yes,No,No,Yes,No,6.65,4.74,1.17,0.75,0.61,1.68,25929201
PROP07049,Noida,Sector 150,1368,4,4,1,No,14,25,7,Semi-Furnished,East,Yes,Yes,Yes,Yes,Yes,Yes,0.53,4.74,1.87,3.01,12,15.76,14381337
PROP07050,Ghaziabad,Raj Nagar,929,5,4,3,No,20,30,18,Semi-Furnished,East,Yes,Yes,Yes,Yes,Yes,Yes,6.34,6.25,5.04,3.83,5.94,18.59,7385061
PROP07051,Noida,Sector 50,3589,4,3,0,No,2,24,5,Semi-Furnished,South,No,Yes,No,Yes,No,No,11.61,4.27,0.65,6.09,4.65,17.04,27756204
PROP07052,Gurugram,Sector 57,4168,5,4,1,Yes,10,20,11,Semi-Furnished,West,No,Yes,No,No,No,Yes,8.76,5.15,4.15,7.76,6.09,12.05,62909506
PROP07053,Ghaziabad,Kaushambi,1183,5,5,0,No,25,28,16,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,No,6.14,3.38,2.68,3.37,9.68,1.76,10766596
PROP07054,Gurugram,Sohna Road,4159,4,3,2,No,20,24,6,Semi-Furnished,East,Yes,Yes,No,Yes,Yes,Yes,3.28,4.56,2.32,4.12,11.62,1.32,52186588
PROP07055,Delhi,Saket,1939,2,1,0,Yes,7,18,4,Semi-Furnished,East,Yes,Yes,Yes,No,No,No,11.45,2.06,0.83,2.41,7.04,7.1,32707522
PROP07056,Ghaziabad,Indirapuram,3360,2,1,2,No,0,8,12,Unfurnished,North,Yes,Yes,No,Yes,Yes,No,10.88,6.51,3.14,1.54,6.08,6.84,25052398
PROP07057,Ghaziabad,Vaishali,4462,4,4,2,No,15,30,2,Fully Furnished,East,Yes,Yes,Yes,Yes,Yes,Yes,2.56,4.78,1.37,7.08,4.89,13.02,37428904
PROP07058,Noida,Sector 50,4170,4,4,2,Yes,24,29,7,Semi-Furnished,East,No,Yes,No,Yes,No,No,6.77,0.69,2.72,8.17,8.37,18.76,52878813
PROP07059,Gurugram,DLF Phase 1,3976,4,3,2,Yes,15,26,3,Semi-Furnished,South,No,Yes,No,No,Yes,Yes,7.53,2.2,5.25,3.84,6.15,0.64,41720415
PROP07060,Greater Noida,Alpha 1,2919,2,1,1,Yes,21,23,1,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,No,4.37,6.63,3.31,9.8,7.51,14.95,23440968
PROP07061,Noida,Sector 137,526,5,5,0,No,1,29,22,Fully Furnished,East,No,Yes,No,No,No,No,10.74,5.19,1,4.07,14.54,9.44,7229717
PROP07062,Faridabad,Sector 15,1993,2,1,2,Yes,11,30,6,Semi-Furnished,South,No,Yes,No,Yes,Yes,Yes,4.29,7.44,0.77,8.14,5.33,14.22,13568084
PROP07063,Faridabad,NIT,2170,3,3,3,Yes,1,26,1,Fully Furnished,North,No,Yes,Yes,Yes,No,Yes,7.52,6.03,5.96,4.46,11.28,10.59,12682772
PROP07064,Faridabad,Sector 37,1656,4,3,0,Yes,19,25,11,Semi-Furnished,South,No,Yes,Yes,No,Yes,No,4.31,7.63,5.73,9.11,7.16,2.15,14424553
PROP07065,Ghaziabad,Vaishali,1051,2,2,2,Yes,24,29,16,Unfurnished,East,Yes,Yes,No,No,Yes,Yes,11.94,4.98,5.68,5.7,10.05,1.23,8132786
PROP07066,Noida,Sector 62,4235,1,2,1,No,14,24,15,Fully Furnished,East,No,Yes,Yes,Yes,Yes,Yes,7.93,6.9,1.96,4.74,2.87,19,40031211
PROP07067,Ghaziabad,Kaushambi,3159,2,2,1,Yes,17,20,16,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,Yes,0.93,6.83,4.15,1.52,1.66,1.49,25655151
PROP07068,Ghaziabad,Vaishali,4081,1,2,0,No,20,21,10,Fully Furnished,West,No,Yes,No,Yes,No,Yes,8.08,5.6,3.12,1.91,12.34,16.61,31852930
PROP07069,Noida,Sector 137,2518,4,4,3,Yes,13,22,7,Fully Furnished,South,Yes,Yes,No,Yes,Yes,No,8.55,1.19,3.11,3.47,7.58,11.98,35433892
PROP07070,Faridabad,Sector 15,477,4,4,0,No,23,29,14,Unfurnished,West,Yes,Yes,Yes,Yes,Yes,Yes,8.67,2.85,1.72,1.59,3.64,2.5,4911725
PROP07071,Faridabad,Sector 15,3977,2,1,1,No,7,16,11,Semi-Furnished,East,Yes,Yes,Yes,Yes,No,Yes,3.37,0.63,5.4,8.85,12.37,3.47,30578168
PROP07072,Ghaziabad,Crossings Republik,1426,2,1,0,No,3,8,19,Fully Furnished,East,Yes,Yes,Yes,Yes,No,No,0.78,2.99,5.37,9.36,5.23,7.99,9117457
PROP07073,Ghaziabad,Indirapuram,2992,2,2,3,Yes,25,26,4,Semi-Furnished,East,Yes,Yes,Yes,No,Yes,Yes,8.46,2.73,1.06,4.56,12.8,11.77,17917902
PROP07074,Noida,Sector 78,1250,3,2,1,,20,25,13,Unfurnished,North,Yes,Yes,No,No,,Yes,,7.72,1.1,2.5,14.97,11.27,
PROP07075,Faridabad,NIT,717,2,1,1,Yes,23,29,22,Semi-Furnished,North,Yes,Yes,No,Yes,No,No,9.13,2.48,0.54,9.45,12.77,2.86,4348296
PROP07076,Noida,Sector 50,2149,1,1,2,Yes,20,28,25,Fully Furnished,South,Yes,Yes,No,Yes,No,No,5.24,0.34,1.95,1.24,6.2,14.69,26065098
PROP07077,Delhi,Saket,2939,4,4,2,No,15,28,3,Semi-Furnished,South,No,Yes,No,No,No,Yes,1.15,0.25,1.74,2.24,13.17,6.72,46798551
PROP07078,Gurugram,DLF Phase 3,2072,5,5,2,No,24,28,9,Semi-Furnished,East,Yes,Yes,Yes,No,Yes,Yes,5.98,4.45,3.14,2.76,4.65,5.98,23589724
PROP07079,Gurugram,DLF Phase 3,2670,3,2,3,Yes,18,24,4,Semi-Furnished,West,Yes,Yes,No,Yes,No,No,0.95,7.39,5.36,4.19,13.68,18.84,28650526
PROP07080,Delhi,Rohini,3335,1,2,1,Yes,11,12,14,Unfurnished,North,No,Yes,Yes,No,Yes,No,1.99,6.2,5.8,8.79,14.52,4.18,38333751
PROP07081,Ghaziabad,Indirapuram,2471,3,2,2,Yes,12,19,21,Fully Furnished,North,No,Yes,No,Yes,No,Yes,9.61,6.82,5.83,1.25,4.62,1.06,17460506
PROP07082,Faridabad,Sector 37,3596,3,2,3,Yes,6,21,15,Semi-Furnished,North,Yes,Yes,No,Yes,No,Yes,11.24,2.33,0.8,1.48,5.63,6.17,25640769
PROP07083,Delhi,Dwarka,2452,1,2,1,No,20,30,8,Fully Furnished,South,Yes,Yes,No,Yes,No,Yes,11.19,0.99,2.27,5.97,10.76,14.66,46049034
PROP07084,Gurugram,Sector 57,4324,2,2,2,No,11,30,14,Semi-Furnished,West,No,Yes,Yes,No,Yes,Yes,5.19,5.21,0.3,4.57,2.82,16,43686743
PROP07085,Ghaziabad,Vaishali,1048,1,1,1,Yes,10,21,19,Unfurnished,East,Yes,Yes,No,Yes,No,No,10.17,7.16,4.32,3.39,10.81,10.5,5364728
PROP07086,Faridabad,Sector 37,1486,4,3,0,Yes,23,28,23,Fully Furnished,North,Yes,Yes,Yes,No,No,Yes,5.04,1.54,1.35,8.32,13.11,6.04,10976139
PROP07087,Greater Noida,Pari Chowk,4172,4,4,3,No,4,11,4,Unfurnished,South,No,Yes,Yes,No,Yes,Yes,11.82,3.59,5.3,5.26,6.82,3.95,40028751
PROP07088,Delhi,Dwarka,986,1,1,0,Yes,5,17,24,Fully Furnished,East,Yes,Yes,No,No,Yes,Yes,2.95,3.35,2.09,8.25,3.38,12.91,17609951
PROP07089,Gurugram,Sohna Road,3603,3,2,3,No,25,27,15,Semi-Furnished,North,Yes,Yes,No,Yes,No,Yes,3.87,6.83,4.96,6.73,12.75,3.1,51006381
PROP07090,Noida,Sector 50,1888,4,3,2,No,3,7,4,Unfurnished,North,Yes,Yes,Yes,Yes,Yes,No,9.77,2.01,5.75,2.18,4.99,1.65,26354847
PROP07091,Noida,Sector 78,4238,3,2,3,Yes,18,23,24,Semi-Furnished,East,Yes,Yes,Yes,Yes,Yes,No,11.56,7.84,0.96,1.56,4.84,19.8,41891536
PROP07092,Noida,Sector 78,1417,1,1,1,No,8,30,10,Fully Furnished,North,No,Yes,No,No,No,Yes,11.97,3.64,0.57,6.38,2.26,1.05,11641418
PROP07093,Gurugram,Sector 57,474,1,2,2,No,1,2,5,Semi-Furnished,South,Yes,Yes,Yes,Yes,No,Yes,1.93,5.11,1.89,2.32,11.13,3.24,8229735
PROP07094,Delhi,Saket,3540,5,5,1,Yes,13,20,13,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,Yes,10.14,3.93,2.67,7.9,11.57,1.21,59294488
PROP07095,Gurugram,Golf Course Road,2302,3,2,3,No,0,21,10,Semi-Furnished,South,Yes,Yes,Yes,Yes,No,Yes,7.49,7.89,1.08,3.94,8.12,14,39747166
PROP07096,Noida,Sector 137,3694,4,4,3,Yes,18,28,17,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,Yes,4.43,5.01,0.82,4.24,3.72,9.14,30539098
PROP07097,Faridabad,NIT,2063,3,2,0,No,0,15,16,Semi-Furnished,West,Yes,Yes,No,No,Yes,No,5.43,0.96,4.18,4.05,11.6,11.38,17192665
PROP07098,Ghaziabad,Raj Nagar,1684,5,5,3,No,21,22,18,Semi-Furnished,West,Yes,Yes,No,No,Yes,No,6.31,3.46,2.42,6.99,11.22,5.27,16270994
PROP07099,Gurugram,Sohna Road,1053,4,3,0,Yes,24,29,0,Semi-Furnished,West,No,Yes,Yes,No,Yes,No,1.5,6.07,0.76,3.58,9.06,6.07,14032759
PROP07100,Noida,Sector 50,2633,1,2,3,Yes,22,26,22,Semi-Furnished,South,Yes,Yes,No,No,No,No,6.14,3.85,0.96,3.41,11.2,11.84,19612091
PROP07101,Faridabad,NIT,1742,1,1,1,Yes,17,22,21,Semi-Furnished,East,No,Yes,No,No,Yes,Yes,1.19,0.8,5.36,3.57,0.87,15.77,13222925
PROP07102,Noida,Sector 50,586,4,4,0,Yes,17,23,25,Unfurnished,North,Yes,Yes,No,Yes,Yes,Yes,6.1,3.29,2.95,0.73,9.85,7.38,5704574
PROP07103,Delhi,Pitampura,1859,2,2,0,No,18,29,21,Fully Furnished,East,No,Yes,No,Yes,No,Yes,8.7,4.83,2.52,4.8,10.4,6.21,18563292
PROP07104,Faridabad,Green Fields,953,3,3,1,Yes,11,12,21,Fully Furnished,East,No,Yes,No,No,No,No,7.57,1.41,0.9,9.4,13.36,9.86,7461220
PROP07105,Ghaziabad,Raj Nagar,4240,5,4,1,Yes,25,26,7,Semi-Furnished,North,Yes,Yes,No,Yes,No,Yes,10.94,2.67,4.77,0.87,11.03,1.45,39372412
PROP07106,Delhi,Janakpuri,2703,3,3,2,,22,23,13,Semi-Furnished,West,Yes,Yes,Yes,Yes,,No,,3.8,4.33,9.45,7.35,10.15,
PROP07107,Noida,Sector 78,3134,2,2,1,Yes,13,24,12,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,No,5.92,5.84,3.37,4.8,12.43,9.95,35348355
PROP07108,Noida,Sector 150,1542,5,5,0,Yes,19,20,3,Unfurnished,West,No,Yes,No,No,No,Yes,5.19,7.45,4.63,8.48,1.35,3.44,19358002
PROP07109,Ghaziabad,Crossings Republik,4284,4,3,2,No,19,20,13,Unfurnished,West,No,Yes,No,No,No,Yes,5.87,2.87,3.95,3.82,7.26,19.43,34177926
PROP07110,Delhi,Pitampura,2538,1,2,1,No,23,27,2,Semi-Furnished,South,No,Yes,Yes,No,Yes,No,5.76,0.58,2.11,1.28,2.07,19.47,40939617
PROP07111,Noida,Sector 78,3880,4,3,2,Yes,4,8,3,Unfurnished,South,Yes,Yes,No,Yes,No,Yes,10.64,6.32,3.94,6.84,5.53,9.05,49117586
PROP07112,Faridabad,Green Fields,969,1,1,0,No,2,3,7,Fully Furnished,East,No,No,Yes,Yes,No,No,0.99,3.55,0.65,3.7,13.28,16.15,9073822
PROP07113,Faridabad,Green Fields,678,1,1,2,No,17,29,21,Unfurnished,South,Yes,Yes,Yes,Yes,No,Yes,3.08,4.95,5.84,7.42,8.45,5.94,4452574
PROP07114,Faridabad,Sector 15,3499,4,3,0,Yes,11,19,10,Unfurnished,East,Yes,Yes,Yes,No,No,No,8.65,2.02,1.37,1.01,1.17,12.27,20962071
PROP07115,Gurugram,DLF Phase 3,1613,3,3,3,Yes,13,18,6,Unfurnished,South,Yes,Yes,No,No,No,No,4.78,4.28,4.39,3.32,8.18,8.21,19538074
PROP07116,Greater Noida,Beta 2,3185,2,1,2,,14,26,17,Semi-Furnished,South,Yes,Yes,Yes,No,,Yes,,1.24,1.4,7.67,2.64,8.89,
PROP07117,Greater Noida,Gamma 1,3079,2,2,2,No,3,12,22,Semi-Furnished,West,Yes,Yes,No,No,No,Yes,5.85,2.43,0.92,1.83,11.66,1,20381535
